TRAP,Type,LU_Around,Height_Mx,Dist_BG,Dist_Town,Robbed,Dist_Town_KM,Dist_GB_KM,Condition
7007,Burial Mound,Agriculture,2,35601.594842614235,2145.2729610493548,Yes,2.1452729610493546,35.60159484261423,5
6015,Burial Mound,Agriculture,2,35142.968164264435,1713.757230358137,No,1.713757230358137,35.14296816426444,4
6025,Burial Mound,Agriculture,0.8,34504.526083106706,1348.0981169752774,No,1.3480981169752775,34.504526083106704,5
8058,Burial Mound,Pasture,1.5,32954.88804666679,78.88215158824909,Yes,0.07888215158824909,32.95488804666679,1
8059,Burial Mound,Pasture,1.5,32856.29725197944,180.5510469410974,Yes,0.18055104694109742,32.85629725197944,1
8057,Burial Mound,Forest,1.8,32484.974020265894,183.71475800816765,Yes,0.18371475800816764,32.484974020265895,2
8060,Burial Mound,Pasture,1.5,32313.378492862204,580.9967806242244,Yes,0.5809967806242243,32.313378492862206,5
9378,Burial Mound,Pasture,0.5,30221.771874520688,1629.925881340119,No,1.6299258813401192,30.221771874520687,1
9367,Burial Mound,Agriculture,1,26166.75901642952,2068.889489704354,No,2.0688894897043544,26.16675901642952,2
9365,Burial Mound,Pasture,2.5,24209.265176563164,2228.326331526688,Yes,2.2283263315266884,24.209265176563164,5
9369,Burial Mound,Agriculture,1,26427.039205323534,1873.8070139466586,No,1.8738070139466585,26.427039205323535,3
9370,Burial Mound,Agriculture,1.6,26964.676232992955,1437.184389108115,No,1.437184389108115,26.964676232992954,2
9371,Burial Mound,Agriculture,2,27051.967181914093,1349.5151615828727,No,1.3495151615828727,27.051967181914094,1
9372,Extinct Burial Mound,Pasture,0.5,29223.675892694933,938.884357547377,No,0.938884357547377,29.223675892694935,5
9375,Burial Mound,Agriculture,2,30596.85370461001,2372.3200843108025,Yes,2.3723200843108025,30.59685370461001,5
9374,Burial Mound,Pasture,3,30695.10300253699,1660.225708569412,Yes,1.660225708569412,30.695103002536992,3
8047,Extinct Burial Mound,Agriculture,0.5,33039.263345353065,293.2638736606428,No,0.29326387366064277,33.03926334535306,5
8044,Burial Mound,Agriculture,1.5,33012.99707702209,320.4968710494852,No,0.3204968710494852,33.01299707702209,3
8036,Burial Mound,Agriculture,0.7,33252.02568945771,397.99837661838785,No,0.39799837661838783,33.25202568945771,4
8041,Burial Mound,Pasture,4.5,33427.902373957695,1273.9906617654963,Yes,1.2739906617654964,33.42790237395769,2
8039,Burial Mound,Scrub,2,34007.127875030186,720.513002472231,Yes,0.720513002472231,34.007127875030186,2
8043,Burial Mound,Scrub,8,33772.14182174131,103.99286935350703,No,0.10399286935350703,33.77214182174131,2
6017,Burial Mound,Agriculture,5,35661.71271108267,1565.5419279374491,No,1.5655419279374492,35.66171271108267,4
8049,Burial Mound,Pasture,4,33722.641988153206,43.452179676961485,No,0.04345217967696149,33.72264198815321,1
6022,Burial Mound,Agriculture,2,36041.7383322397,1583.6482027230566,No,1.5836482027230565,36.0417383322397,5
7016,Burial Mound,Agriculture,5,36178.01601091091,1469.882423097255,Yes,1.469882423097255,36.178016010910916,2
9103,Burial Mound,Agriculture,1.5,63529.574663907246,1015.2492980500789,No,1.015249298050079,63.52957466390725,3
9104,Burial Mound,Scrub,3,63415.034231289814,897.6060762725823,No,0.8976060762725823,63.415034231289816,5
9100,Burial Mound,Scrub,3,63309.35555707216,941.3132261535603,No,0.9413132261535603,63.30935555707216,3
9108,Burial Mound,Agriculture,2,62212.73872403116,824.1327064849094,No,0.8241327064849093,62.212738724031155,4
9107,Extinct Burial Mound,Agriculture,1,62497.56461420487,575.0827028152931,No,0.5750827028152932,62.49756461420487,5
9105,Burial Mound,Agriculture,2,62609.292344952875,412.09952438685565,No,0.41209952438685565,62.60929234495288,5
9306,Burial Mound,Scrub,2.5,66043.12835598254,1696.8509750225433,No,1.6968509750225433,66.04312835598253,3
9316,Burial Mound,Pasture,2,60995.79936049432,1712.183937483646,Yes,1.712183937483646,60.99579936049432,2
9194,Burial Mound,Agriculture,2,57372.27776255595,687.5155474685289,No,0.6875155474685289,57.372277762555946,1
9202,Burial Mound,Pasture,4.5,56378.63514999354,1659.5566105741186,Yes,1.6595566105741186,56.37863514999354,2
9200,Burial Mound,Agriculture,4,55763.031880123846,1449.6776984683052,Yes,1.449677698468305,55.76303188012385,2
9348,Burial Mound,Pasture,1.7,44044.51060145278,2750.672844112713,No,2.750672844112713,44.04451060145278,1
7013,Burial Mound,Agriculture,1,36085.94814868683,1196.3120288831753,No,1.1963120288831754,36.08594814868683,5
9286,Burial Mound,Pasture,7,38314.40341651578,1100.3461872119703,Yes,1.1003461872119704,38.31440341651578,2
9161,Burial Mound,Agriculture,1,32355.869262946337,680.1749590830789,No,0.6801749590830789,32.355869262946335,5
9358,Burial Mound,Agriculture,2,31080.33097043669,559.0328012655738,Yes,0.5590328012655738,31.08033097043669,4
9361,Burial Mound,Pasture,2,31502.080525644677,1684.7367557281204,Yes,1.6847367557281205,31.502080525644676,4
9377,Burial Mound,Agriculture,0.5,29804.849548064733,1757.1353109442325,No,1.7571353109442325,29.804849548064734,2
9162,Burial Mound,Pasture,2.5,30305.24385161009,370.41764822052056,No,0.37041764822052053,30.30524385161009,5
9069,Burial Mound,Pasture,2,39268.949204064374,424.55176596697254,Yes,0.4245517659669725,39.26894920406438,4
9013,Burial Mound,Pasture,2,46708.81240238732,0,Yes,0,46.708812402387316,2
9014,Burial Mound,Pasture,2,46737.441580707906,0,Yes,0,46.73744158070791,5
9021,Extinct Burial Mound,Agriculture,1.5,46351.44513151546,653.0298288480942,No,0.6530298288480942,46.35144513151546,5
9022,Burial Mound,Agriculture,1.5,46389.82816162286,684.7617698299065,Yes,0.6847617698299064,46.389828161622866,3
9025,Burial Mound,Pasture,2,45776.89990644609,650.3700909147163,No,0.6503700909147163,45.77689990644609,3
9029,Burial Mound,Agriculture,8,42494.186283933566,2663.2158749720898,Yes,2.6632158749720896,42.494186283933566,4
9038,Burial Mound,Pasture,2,45859.05341955749,531.1640584219192,Yes,0.5311640584219192,45.85905341955749,4
9039,Extinct Burial Mound,Agriculture,0.4,45786.121240566354,602.1489545537446,No,0.6021489545537446,45.78612124056635,5
9056,Burial Mound,Agriculture,1.2,39989.60282777831,39.81688125870716,No,0.039816881258707165,39.98960282777831,5
9057,Extinct Burial Mound,Agriculture,0.5,39991.39190785615,56.026110267393875,No,0.056026110267393875,39.991391907856155,5
9055,Burial Mound,Agriculture,2,39945.706524057794,98.7325337519715,No,0.0987325337519715,39.9457065240578,2
9058,Extinct Burial Mound,Agriculture,0.5,40025.06211990302,17.73686617626398,No,0.01773686617626398,40.02506211990302,5
9059,Extinct Burial Mound,Agriculture,0.5,39982.88997590461,79.10938271679085,No,0.07910938271679084,39.98288997590461,5
9062,Extinct Burial Mound,Agriculture,1,36369.85694891563,2149.935823462199,No,2.149935823462199,36.369856948915626,5
9066,Burial Mound,Agriculture,3,39186.53059413173,1091.6710552204554,Yes,1.0916710552204554,39.186530594131725,5
9079,Burial Mound,Agriculture,3,54752.80084245358,2093.1270459900243,Yes,2.093127045990024,54.75280084245358,4
9080,Extinct Burial Mound,Agriculture,1.5,54705.54649610296,2082.0444986033494,No,2.0820444986033495,54.705546496102954,5
9088,Burial Mound,Agriculture,4.5,44482.840586387014,210.56116357310003,Yes,0.21056116357310004,44.48284058638701,1
9089,Burial Mound,Pasture,1,63297.79296987773,143.80207141960156,No,0.14380207141960155,63.29779296987773,1
9091,Burial Mound,Pasture,1.5,63321.934995562406,169.7422155585592,No,0.1697422155585592,63.32193499556241,4
9092,Burial Mound,Pasture,2,63043.33962056403,138.3773316818661,No,0.1383773316818661,63.04333962056403,3
9094,Burial Mound,Pasture,2,62479.00112542488,357.22264893570537,No,0.3572226489357054,62.47900112542488,4
9095,Burial Mound,Agriculture,1.5,61448.619377172334,1086.758631226513,No,1.086758631226513,61.448619377172335,3
9099,Burial Mound,Agriculture,6,61856.690350083256,1139.9939877148859,No,1.139993987714886,61.856690350083255,4
9101,Burial Mound,Agriculture,2,63465.06876049351,1022.7152863551063,No,1.0227152863551063,63.46506876049351,5
9102,Burial Mound,Agriculture,1.5,63471.234365061675,1054.291439255433,No,1.054291439255433,63.471234365061676,5
9106,Extinct Burial Mound,Agriculture,0.5,62577.05097910868,446.0081718996957,No,0.4460081718996957,62.577050979108684,5
9115,Extinct Burial Mound,Pasture,1.5,51299.55650530318,1357.223242776042,No,1.357223242776042,51.29955650530318,4
9116,Burial Mound,Pasture,0.6,51347.54591431442,1289.459151569078,No,1.2894591515690779,51.347545914314416,5
9118,Burial Mound,Agriculture,1.5,51336.68597050572,1267.985321464424,No,1.267985321464424,51.33668597050572,4
9142,Burial Mound,Agriculture,1.5,26454.01603828208,994.6784159032862,No,0.9946784159032862,26.45401603828208,5
9144,Burial Mound,Agriculture,1,27143.385525917387,265.31693445115917,No,0.26531693445115917,27.143385525917388,5
9143,Extinct Burial Mound,Agriculture,1,26849.902004848416,583.4152941220802,No,0.5834152941220803,26.849902004848417,5
9145,Burial Mound,Agriculture,1,27184.273044308877,223.81208127525161,No,0.22381208127525162,27.184273044308878,5
9146,Burial Mound,Agriculture,5,27341.338548385404,67.46736478267113,No,0.06746736478267112,27.341338548385405,5
9147,Extinct Burial Mound,Agriculture,0.5,27343.084273189634,44.80757376477172,No,0.044807573764771715,27.343084273189632,5
9148,Extinct Burial Mound,Agriculture,2,27313.317491904272,64.41369943680239,No,0.06441369943680239,27.31331749190427,5
9149,Extinct Burial Mound,Agriculture,1,27330.545565982276,24.44165696089194,No,0.02444165696089194,27.330545565982277,5
9150,Extinct Burial Mound,Agriculture,1,27221.286036019595,144.2506037372431,No,0.1442506037372431,27.221286036019595,5
9153,Burial Mound,Agriculture,1.5,27069.89998975614,314.6622207824283,No,0.3146622207824283,27.06989998975614,5
9154,Burial Mound,Agriculture,4,27812.072958851997,763.5533074392551,No,0.7635533074392552,27.812072958851996,5
9205,Extinct Burial Mound,Agriculture,1.7,56434.60468728882,635.4064515470188,No,0.6354064515470188,56.43460468728882,5
9211,Burial Mound,Agriculture,2.5,55710.02561438292,278.31007711633765,No,0.27831007711633765,55.710025614382914,1
9212,Burial Mound,Pasture,2,55782.134222936016,291.8794336307845,No,0.2918794336307845,55.782134222936016,3
9217,Burial Mound,Agriculture,1.8,59152.511080197444,977.6969233008182,No,0.9776969233008181,59.15251108019744,5
9223,Burial Mound,Pasture,1.5,59484.45900473351,2223.4807904272625,Yes,2.2234807904272627,59.48445900473351,4
9224,Burial Mound,Pasture,1.5,59503.674498630586,2235.479301857542,No,2.235479301857542,59.50367449863059,3
9227,Burial Mound,Pasture,4,59406.810588829845,1894.7781352465336,Yes,1.8947781352465336,59.40681058882984,5
9184,Extinct Burial Mound,Agriculture,1.5,56440.270709219876,1004.2723554658583,No,1.0042723554658584,56.440270709219874,5
9186,Extinct Burial Mound,Agriculture,1.5,56446.363839376085,1234.524767078328,No,1.2345247670783281,56.44636383937608,5
9322,Burial Mound,Pasture,4,64349.15966346305,821.5962665290915,Yes,0.8215962665290915,64.34915966346304,1
9321,Burial Mound,Pasture,4,63929.67552657841,779.9969950272563,Yes,0.7799969950272563,63.92967552657841,3
9237,Burial Mound,Pasture,1.5,34873.93023722036,1553.1748374071788,Yes,1.5531748374071788,34.87393023722036,4
9238,Burial Mound,Pasture,2,34916.80870145283,1510.1252531879352,Yes,1.5101252531879352,34.91680870145283,4
9241,Burial Mound,Pasture,0.5,34813.0929047087,1616.419715938061,Yes,1.616419715938061,34.8130929047087,4
9243,Burial Mound,Pasture,2,34803.64307488411,1627.3371246633747,Yes,1.6273371246633745,34.80364307488411,5
9244,Burial Mound,Pasture,0.5,34773.909706578685,1656.766160773928,Yes,1.6567661607739281,34.773909706578685,5
9246,Burial Mound,Pasture,2,34704.73296965981,1728.25095449866,Yes,1.72825095449866,34.70473296965981,4
9157,Burial Mound,Agriculture,4,33048.56121583418,200.48158668158672,Yes,0.20048158668158672,33.048561215834184,5
9164,Burial Mound,Pasture,2,32511.527267581994,2011.3986093191384,Yes,2.0113986093191385,32.511527267582,5
9219,Burial Mound,Pasture,3,58827.10455604907,946.0259125512446,Yes,0.9460259125512446,58.827104556049065,3
9249,Burial Mound,Agriculture,2,31034.711689382708,943.1280686569163,Yes,0.9431280686569163,31.034711689382707,3
9253,Burial Mound,Forest,3,31703.132189307573,563.5273752877462,Yes,0.5635273752877462,31.703132189307574,5
9254,Burial Mound,Forest,0.5,31664.735400019348,606.2178031166186,Yes,0.6062178031166185,31.66473540001935,5
9403,Burial Mound,Agriculture,1.7,56631.1614245868,2251.612189021513,No,2.2516121890215133,56.6311614245868,5
9405,Extinct Burial Mound,Agriculture,1,54877.289749457304,1799.2314158988238,No,1.7992314158988238,54.877289749457304,5
9413,Burial Mound,Pasture,3,61361.363857551885,1839.6159175320493,No,1.8396159175320492,61.361363857551886,1
9412,Burial Mound,Scrub,3.5,61031.21740696173,1788.2896700234182,No,1.7882896700234183,61.03121740696173,2
9317,Burial Mound,Pasture,1.5,61302.025710807764,1916.0024918170334,No,1.9160024918170333,61.30202571080776,1
9410,Burial Mound,Pasture,3.5,61102.47604749599,1918.0872341828426,Yes,1.9180872341828425,61.10247604749599,5
9262,Burial Mound,Agriculture,1.5,56954.531854973764,855.829083909824,No,0.855829083909824,56.954531854973766,5
9263,Burial Mound,Agriculture,3,56915.66328320076,885.4207672073014,Yes,0.8854207672073015,56.91566328320076,2
9266,Burial Mound,Pasture,2,56858.11611892876,939.0021145291482,Yes,0.9390021145291483,56.85811611892876,2
9270,Burial Mound,Pasture,1.5,56746.41585970649,1052.339238680233,No,1.052339238680233,56.74641585970649,2
9277,Burial Mound,Agriculture,1.2,60496.536494274864,1877.677433458756,No,1.877677433458756,60.496536494274864,5
9284,Burial Mound,Agriculture,1.5,38288.74820006785,1377.9689918950032,No,1.3779689918950033,38.28874820006785,5
9414,Burial Mound,Pasture,1,61380.452991338745,1810.7324476553435,No,1.8107324476553435,61.38045299133874,1
9420,Burial Mound,Pasture,3.5,61937.404328145545,543.5852147040983,No,0.5435852147040984,61.93740432814555,1
9421,Burial Mound,Pasture,1,61962.614283743176,480.7745520390143,No,0.48077455203901426,61.96261428374318,1
9433,Burial Mound,Agriculture,3.5,65437.49259345974,1705.4625917375824,No,1.7054625917375825,65.43749259345974,2
9336,Extinct Burial Mound,Agriculture,0.8,38879.99677893949,2081.7774059409685,No,2.0817774059409686,38.879996778939486,5
9343,Burial Mound,Pasture,1.5,45493.4411499322,1877.095601818402,No,1.877095601818402,45.4934411499322,4
9345,Burial Mound,Pasture,1.5,44707.24910681106,2401.473939328349,Yes,2.401473939328349,44.70724910681106,4
9347,Burial Mound,Pasture,2.5,43946.9213080197,2699.0282063275017,No,2.6990282063275015,43.946921308019704,1
9350,Burial Mound,Pasture,4.5,42994.07568118586,2228.7617066079106,Yes,2.2287617066079104,42.99407568118586,4
9352,Burial Mound,Agriculture,1.5,42058.4572584341,1114.0205304716596,No,1.1140205304716597,42.0584572584341,5
9120,Extinct Burial Mound,Agriculture,0.5,38906.93997487543,608.1155927488683,No,0.6081155927488683,38.90693997487543,5
9121,Extinct Burial Mound,Agriculture,0.5,38868.763703965466,616.9085230405489,No,0.6169085230405489,38.86876370396546,5
9122,Extinct Burial Mound,Agriculture,0.5,38878.55811415787,705.0929626245777,No,0.7050929626245777,38.878558114157876,5
9169,Burial Mound,Pasture,2.5,58406.23607094226,37.82135713714512,No,0.03782135713714512,58.406236070942256,2
9172,Burial Mound,Pasture,3,57943.03340428191,418.6331756116428,No,0.4186331756116428,57.943033404281906,5
9173,Burial Mound,Pasture,2.5,57982.30055765685,441.18229326188765,No,0.4411822932618876,57.98230055765685,2
9357,Burial Mound,Agriculture,1,31526.055676305925,592.2589054810962,No,0.5922589054810963,31.526055676305926,5
9362,Burial Mound,Pasture,2.5,31462.12596902565,1610.5746333796933,No,1.6105746333796933,31.46212596902565,5
9363,Burial Mound,Pasture,1.5,32922.32275175494,111.13836775172601,No,0.111138367751726,32.92232275175494,1
9364,Burial Mound,Pasture,2,32810.540793065156,226.16358623376877,No,0.22616358623376878,32.81054079306516,1
9366,Burial Mound,Pasture,1,25698.048236071114,2980.4471966403576,No,2.9804471966403576,25.698048236071113,1
9373,Burial Mound,Agriculture,1,29049.309403349867,964.1941627803211,No,0.9641941627803211,29.049309403349866,4
9380,Burial Mound,Pasture,4,27981.904731200077,1550.8107332039608,Yes,1.550810733203961,27.98190473120008,1
9381,Burial Mound,Pasture,5,28018.671937757514,1554.8654508829047,No,1.5548654508829047,28.018671937757514,1
9379,Burial Mound,Agriculture,1.5,28443.900905114733,2677.6263106322635,No,2.6776263106322635,28.443900905114734,1
9383,Burial Mound,Agriculture,1.5,27831.414553062034,1233.9392562464996,No,1.2339392562464995,27.831414553062032,2
9386,Burial Mound,Agriculture,1,27711.237559053505,667.8011880306395,No,0.6678011880306396,27.711237559053504,2
9389,Burial Mound,Agriculture,1.5,28003.16075211521,374.81990451549615,No,0.3748199045154961,28.00316075211521,5
9390,Burial Mound,Agriculture,1,28056.465395141695,425.6434698055148,No,0.4256434698055148,28.056465395141696,5
9392,Burial Mound,Pasture,1,28200.245296697027,566.5064584665953,No,0.5665064584665953,28.200245296697027,1
9443,Burial Mound,Forest,2,24909.187777056384,1787.4323566521493,Yes,1.7874323566521493,24.909187777056385,3
9444,Burial Mound,Pasture,2,24953.709376498628,1834.085601156131,Yes,1.8340856011561308,24.953709376498626,2
9447,Burial Mound,Agriculture,0.5,26624.450469656153,2995.2514076547213,No,2.995251407654721,26.624450469656153,5
9451,Burial Mound,Pasture,1,30205.16967633894,567.9044447683415,Yes,0.5679044447683415,30.20516967633894,5
6000,Burial Mound,Agriculture,2.5,34238.46507639151,1682.3219101725194,No,1.6823219101725195,34.23846507639151,1
6001,Burial Mound,Agriculture,0.5,34336.44582295791,1578.1138825671806,No,1.5781138825671805,34.33644582295791,1
6004,Burial Mound,Forest,0.5,33886.33155804848,2282.134070187469,Yes,2.2821340701874693,33.886331558048475,5
6011,Burial Mound,Agriculture,1,31532.233408724824,589.0151975147991,No,0.589015197514799,31.532233408724824,5
6013,Burial Mound,Agriculture,1,30298.800099067124,1012.1364618147192,No,1.012136461814719,30.298800099067126,1
6020,Extinct Burial Mound,Agriculture,0.5,33157.5393082845,2162.777646208977,No,2.1627776462089767,33.1575393082845,5
6023,Extinct Burial Mound,Agriculture,0.5,34719.037176568236,1528.3840973970828,Yes,1.5283840973970828,34.719037176568236,5
6024,Extinct Burial Mound,Agriculture,0.3,34631.4412449327,1539.6208658257683,No,1.5396208658257684,34.6314412449327,5
7001,Burial Mound,Agriculture,1.5,33234.21445023091,2177.2315695191664,No,2.1772315695191664,33.23421445023091,1
7002,Extinct Burial Mound,Agriculture,0.5,34255.08651326033,1662.3103597724091,No,1.6623103597724092,34.25508651326033,5
7003,Burial Mound,Scrub,5,34428.95991934483,1482.1913330237837,No,1.4821913330237837,34.42895991934483,2
7006,Burial Mound,Agriculture,1,34946.519317987564,2171.8493015125446,No,2.1718493015125446,34.946519317987566,5
7010,Burial Mound,Agriculture,1.5,36059.706437416615,1227.5081464943626,No,1.2275081464943625,36.059706437416615,2
7014,Burial Mound,Agriculture,0.7,36115.72299279748,1176.8336219074504,No,1.1768336219074504,36.11572299279748,5
7015,Burial Mound,Agriculture,1,33129.115515749254,2128.8047256875557,No,2.1288047256875555,33.129115515749255,3
7017,Burial Mound,Agriculture,1,36057.41400313927,1550.5563147210034,No,1.5505563147210035,36.057414003139264,3
7021,Burial Mound,Agriculture,3,36743.513687756174,757.6263061709209,No,0.7576263061709209,36.74351368775618,3
7022,Burial Mound,Agriculture,2,36585.77508845769,1044.829330863474,No,1.044829330863474,36.58577508845769,3
8006,Burial Mound,Agriculture,6,35464.19047458224,995.0211255919263,No,0.9950211255919263,35.46419047458224,1
8008,Burial Mound,Agriculture,4,33114.0490222599,2144.7944252259513,No,2.1447944252259514,33.1140490222599,5
8010,Burial Mound,Agriculture,3,33245.720075528516,1588.6436574771649,No,1.588643657477165,33.24572007552852,4
8013,Burial Mound,Agriculture,0.5,36137.97848307138,1751.1407580480818,No,1.7511407580480818,36.137978483071386,5
8014,Burial Mound,Agriculture,1,36146.589104200844,1801.1874016007757,No,1.8011874016007758,36.14658910420084,4
8015,Burial Mound,Agriculture,1.1,36185.368636182815,1824.0418357929934,No,1.8240418357929935,36.185368636182815,4
8033,Burial Mound,Agriculture,6,32082.431571302895,627.4562874903801,No,0.6274562874903801,32.0824315713029,5
8034,Burial Mound,Forest,8,33377.29046861799,2127.558780943234,No,2.127558780943234,33.37729046861799,2
8035,Burial Mound,Forest,3,33448.25197148135,2097.896730663801,No,2.097896730663801,33.448251971481355,2
8022,Burial Mound,Agriculture,0.7,36133.900598930464,956.9500139678119,No,0.9569500139678119,36.13390059893047,5
8024,Extinct Burial Mound,Agriculture,0.5,36164.096978851405,964.3953666438637,No,0.9643953666438637,36.164096978851404,5
8023,Extinct Burial Mound,Agriculture,0.1,36135.064616803575,994.023130658081,No,0.994023130658081,36.135064616803575,4
8025,Extinct Burial Mound,Agriculture,0.5,36070.108931833915,1029.5362689346346,No,1.0295362689346346,36.070108931833914,5
8026,Extinct Burial Mound,Agriculture,0.3,36068.761321060134,1081.3059228047305,No,1.0813059228047304,36.06876132106014,5
8027,Burial Mound,Agriculture,1,35930.010532669636,1205.1993584659767,No,1.2051993584659768,35.930010532669634,4
8028,Burial Mound,Agriculture,1,36260.61735705295,956.4335835239675,No,0.9564335835239676,36.26061735705295,4
8029,Burial Mound,Agriculture,1.5,36540.057688866575,905.0272341275237,No,0.9050272341275237,36.540057688866575,3
8021,Extinct Burial Mound,Agriculture,0.3,36083.4900637378,996.0910212633662,No,0.9960910212633662,36.0834900637378,5
8037,Burial Mound,Pasture,2.5,33276.617818384504,199.8812040155428,No,0.1998812040155428,33.2766178183845,5
8038,Extinct Burial Mound,Agriculture,0.3,33438.986897603034,516.0009953782167,Yes,0.5160009953782166,33.43898689760304,4
8030,Burial Mound,Agriculture,2.5,31085.732367336102,561.8334337266081,No,0.5618334337266081,31.085732367336103,3
8031,Extinct Burial Mound,Agriculture,0.5,31267.56006424067,524.152040101259,No,0.524152040101259,31.267560064240673,3
8032,Extinct Burial Mound,Agriculture,0.5,31354.33327415386,539.4818781720742,No,0.5394818781720742,31.354333274153863,5
8045,Burial Mound,Agriculture,1,33042.22629367,292.72870097078277,No,0.29272870097078274,33.04222629367,5
8046,Burial Mound,Agriculture,1.5,33055.798744173466,278.7244900605813,No,0.27872449006058125,33.055798744173465,4
8048,Burial Mound,Scrub,6,33768.43057299934,0,No,0,33.76843057299934,1
8050,Burial Mound,Agriculture,0.7,34356.98584153142,314.15751156511885,No,0.31415751156511884,34.356985841531426,4
9500,Burial Mound,Agriculture,1.6,59606.610614853395,210.23042610025226,No,0.21023042610025225,59.606610614853395,4
9501,Burial Mound,Agriculture,0.8,59595.1017109516,381.13636328213454,No,0.3811363632821345,59.5951017109516,3
9502,Burial Mound,Agriculture,1.3,57362.599636898834,1511.0510485656064,No,1.5110510485656063,57.362599636898835,3
9503,Burial Mound,Agriculture,1,57907.187091863576,933.4367523735955,No,0.9334367523735955,57.90718709186358,3
9505,Burial Mound,Agriculture,2,57900.62938584111,1083.4548258170796,No,1.0834548258170795,57.90062938584111,3
9506,Burial Mound,Agriculture,5,58011.791028016145,1001.8127103015064,No,1.0018127103015064,58.01179102801615,2
9507,Burial Mound,Pasture,3,62138.95876818395,1633.4849680527009,Yes,1.6334849680527008,62.13895876818395,2
9508,Burial Mound,Pasture,1.6,62109.593828400495,1608.8850160965098,Yes,1.6088850160965098,62.10959382840049,4
9509,Burial Mound,Pasture,0.3,62091.67459347305,1596.896772141279,Yes,1.596896772141279,62.09167459347305,5
8100,Burial Mound,Pasture,4,61960.16488463503,1450.4682008618677,Yes,1.4504682008618677,61.96016488463503,2
9510,Burial Mound,Pasture,3,62243.56636103375,1732.594433671151,No,1.732594433671151,62.24356636103375,2
9511,Burial Mound,Pasture,2,62289.12873581469,1777.397972221932,Yes,1.777397972221932,62.289128735814685,4
9512,Burial Mound,Pasture,1.2,62314.75750271438,1803.0194995767545,Yes,1.8030194995767546,62.314757502714386,4
8101,Burial Mound,Pasture,0.5,62009.98965533159,1502.7462375538134,Yes,1.5027462375538134,62.009989655331594,5
8102,Burial Mound,Scrub,0.5,61854.79663605193,1459.5048618844232,No,1.4595048618844233,61.85479663605193,5
8300,Extinct Burial Mound,Agriculture,0.5,61844.59738145124,1312.251901117562,No,1.312251901117562,61.84459738145124,5
9513,Burial Mound,Agriculture,2,61267.7668019805,710.1924633600411,No,0.710192463360041,61.2677668019805,3
8301,Burial Mound,Agriculture,2.3,61634.62686238596,1078.5060067542781,No,1.0785060067542782,61.63462686238596,2
8103,Extinct Burial Mound,Scrub,0,61938.28418834328,1691.7032590034335,No,1.6917032590034335,61.938284188343275,5
8302,Burial Mound,Scrub,1.5,61788.953188756444,1237.4117217101,No,1.2374117217101,61.788953188756444,"NA"
8303,Burial Mound,Agriculture,2.7,62195.95590506008,1802.6912712566314,No,1.8026912712566314,62.19595590506008,1
9515,Burial Mound,Agriculture,1.6,57352.57153338726,1091.8499455388855,No,1.0918499455388855,57.352571533387255,3
8304,Burial Mound,Agriculture,1.4,56595.25346275544,1890.4681314046315,No,1.8904681314046317,56.595253462755444,3
8106,Burial Mound,Agriculture,1.5,56947.53229621906,1489.5194166896001,No,1.4895194166896002,56.94753229621906,3
8305,Burial Mound,Agriculture,0.7,56363.166074962704,2240.0020518096276,No,2.2400020518096277,56.363166074962706,3
8306,Burial Mound,Agriculture,1,56298.10925376762,2294.3652500800013,No,2.294365250080001,56.29810925376762,4
8107,Burial Mound,Agriculture,0.3,57805.864032986254,1137.0103662877987,Yes,1.1370103662877986,57.80586403298626,4
9517,Burial Mound,Agriculture,1,57359.48108118026,1852.120684579086,No,1.8521206845790859,57.35948108118026,4
8108,Extinct Burial Mound,Scrub,0,58102.85298335663,1318.6068397193023,Yes,1.3186068397193023,58.10285298335663,5
9518,Burial Mound,Agriculture,0.9,57645.38440033828,2080.4183070132763,No,2.0804183070132765,57.64538440033828,3
8109,Extinct Burial Mound,Agriculture,0.2,57970.89539193225,1383.2069237294825,Yes,1.3832069237294824,57.97089539193225,5
8307,Extinct Burial Mound,Other,0.5,55317.1466898965,2666.988132009396,No,2.6669881320093958,55.317146689896504,5
9519,Burial Mound,Agriculture,1.8,58399.487958129976,1379.1106142280526,Yes,1.3791106142280525,58.399487958129974,4
8309,Burial Mound,Agriculture,1,55587.48614817533,2382.418453036233,Yes,2.3824184530362333,55.58748614817533,5
8110,Burial Mound,Agriculture,1.8,58917.294721823644,1412.306489998887,No,1.4123064899988869,58.917294721823644,3
9520,Burial Mound,Pasture,0.5,58713.310560481885,1424.3067505449453,Yes,1.4243067505449454,58.71331056048189,4
8111,Burial Mound,Pasture,2.3,59531.90891496912,1994.5683479113543,No,1.9945683479113543,59.53190891496912,2
9521,Burial Mound,Pasture,1.4,58748.07023246025,1452.2710826573402,Yes,1.4522710826573402,58.74807023246025,4
8112,Burial Mound,Pasture,1.5,59996.422337173324,2292.9539977702934,Yes,2.2929539977702933,59.99642233717332,2
9522,Burial Mound,Agriculture,1.9,58968.15353384526,1875.02707743405,Yes,1.8750270774340498,58.96815353384526,4
8113,Burial Mound,Scrub,1,60475.99690678003,2152.3704223900036,No,2.1523704223900038,60.475996906780026,1
9523,Burial Mound,Pasture,3,59294.61482160844,1394.3118123654547,No,1.3943118123654548,59.29461482160844,2
8114,Burial Mound,Scrub,1,60098.13858723054,1584.6762135834094,Yes,1.5846762135834094,60.09813858723054,4
